[2025-07-06T00:00:00Z] (neutral)  [#you said #seg-001]
[2025-07-06T00:00:2221Z] (neutral)  [#you said #seg-2222]
[2025-07-06T00:00:2224Z] (neutral)  [#you said #seg-2225]
[2025-07-06T00:00:2228Z] (neutral)  [#you said #seg-2229]
[2025-07-06T00:00:2230Z] (neutral)  [#you said #seg-2231]
[2025-07-06T00:00:2231Z] (neutral)  [#you said #seg-2232]
[2025-07-06T00:00:2238Z] (neutral)  [#you said #seg-2239]
[2025-07-06T00:00:2248Z] (neutral)  [#you said #seg-2249]
[2025-07-06T00:00:2248Z] (neutral)  [#you said #seg-2249]
[2025-07-06T00:00:2250Z] (neutral)  [#you said #seg-2251]
[2025-07-06T00:00:2251Z] (neutral)  [#you said #seg-2252]
[2025-07-06T00:00:2254Z] (neutral)  [#you said #seg-2255]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2267Z] (neutral)  [#you said #seg-2268]
[2025-07-06T00:00:2270Z] (neutral)  [#you said #seg-2271]
[2025-07-06T00:00:2274Z] (neutral)  [#you said #seg-2275]
[2025-07-06T00:00:2278Z] (neutral)  [#you said #seg-2279]
[2025-07-06T00:00:2282Z] (neutral)  [#you said #seg-2283]
[2025-07-06T00:00:2285Z] (neutral)  [#you said #seg-2286]
[2025-07-06T00:00:2290Z] (neutral)  [#you said #seg-2291]
[2025-07-06T00:00:2296Z] (neutral)  [#you said #seg-2297]
[2025-07-06T00:00:2303Z] (neutral)  [#you said #seg-2304]
[2025-07-06T00:00:2312Z] (neutral)  [#you said #seg-2313]
[2025-07-06T00:00:2322Z] (neutral)  [#you said #seg-2323]
[2025-07-06T00:00:2330Z] (neutral)  [#you said #seg-2331]
[2025-07-06T00:00:2335Z] (neutral)  [#you said #seg-2336]
[2025-07-06T00:00:2339Z] (neutral)  [#you said #seg-2340]
[2025-07-06T00:00:2339Z] (neutral)  [#you said #seg-2340]
[2025-07-06T00:00:2342Z] (neutral)  [#you said #seg-2343]
[2025-07-06T00:00:2349Z] (neutral)  [#you said #seg-2350]
[2025-07-06T00:00:2352Z] (neutral)  [#you said #seg-2353]
[2025-07-06T00:00:2352Z] (neutral)  [#you said #seg-2353]
[2025-07-06T00:00:2361Z] (neutral)  [#you said #seg-2362]
[2025-07-06T00:00:2369Z] (neutral)  [#you said #seg-2370]
[2025-07-06T00:00:2369Z] (neutral)  [#you said #seg-2370]
[2025-07-06T00:00:2376Z] (neutral)  [#you said #seg-2377]
[2025-07-06T00:00:2376Z] (neutral)  [#you said #seg-2377]
[2025-07-06T00:00:2376Z] (neutral)  [#you said #seg-2377]
[2025-07-06T00:00:2383Z] (neutral)  [#you said #seg-2384]
[2025-07-06T00:00:2383Z] (neutral)  [#you said #seg-2384]
[2025-07-06T00:00:2387Z] (neutral)  [#you said #seg-2388]
[2025-07-06T00:00:2391Z] (neutral)  [#you said #seg-2392]
[2025-07-06T00:00:2397Z] (neutral)  [#you said #seg-2398]
[2025-07-06T00:00:2402Z] (neutral)  [#you said #seg-2403]
[2025-07-06T00:00:2406Z] (neutral)  [#you said #seg-2407]
[2025-07-06T00:00:2410Z] (neutral)  [#you said #seg-2411]
[2025-07-06T00:00:2413Z] (neutral)  [#you said #seg-2414]
[2025-07-06T00:00:2416Z] (neutral)  [#you said #seg-2417]
[2025-07-06T00:00:2420Z] (neutral)  [#you said #seg-2421]
[2025-07-06T00:00:2435Z] (neutral)  [#you said #seg-2436]
[2025-07-06T00:00:2441Z] (neutral)  [#you said #seg-2442]
[2025-07-06T00:00:2453Z] (neutral)  [#you said #seg-2454]
[2025-07-06T00:00:2453Z] (neutral)  [#you said #seg-2454]
[2025-07-06T00:00:2459Z] (neutral)  [#you said #seg-2460]
[2025-07-06T00:00:2465Z] (neutral)  [#you said #seg-2466]
[2025-07-06T00:00:2472Z] (neutral)  [#you said #seg-2473]
[2025-07-06T00:00:2475Z] (neutral)  [#you said #seg-2476]
[2025-07-06T00:00:2477Z] (neutral)  [#you said #seg-2478]
[2025-07-06T00:00:2483Z] (neutral)  [#you said #seg-2484]
[2025-07-06T00:00:2487Z] (neutral)  [#you said #seg-2488]
[2025-07-06T00:00:2492Z] (neutral)  [#you said #seg-2493]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2495Z] (neutral)  [#you said #seg-2496]
[2025-07-06T00:00:2499Z] (neutral)  [#you said #seg-2500]
[2025-07-06T00:00:2500Z] (neutral)  [#you said #seg-2501]
[2025-07-06T00:00:2501Z] (neutral)  [#you said #seg-2502]
[2025-07-06T00:00:2507Z] (neutral)  [#you said #seg-2508]
[2025-07-06T00:00:2512Z] (neutral)  [#you said #seg-2513]
[2025-07-06T00:00:2512Z] (neutral)  [#you said #seg-2513]
[2025-07-06T00:00:2516Z] (neutral)  [#you said #seg-2517]
[2025-07-06T00:00:2522Z] (neutral)  [#you said #seg-2523]
[2025-07-06T00:00:2526Z] (neutral)  [#you said #seg-2527]
[2025-07-06T00:00:2532Z] (neutral)  [#you said #seg-2533]
[2025-07-06T00:00:2535Z] (neutral)  [#you said #seg-2536]
[2025-07-06T00:00:2538Z] (neutral)  [#you said #seg-2539]
[2025-07-06T00:00:2540Z] (neutral)  [#you said #seg-2541]
[2025-07-06T00:00:2542Z] (neutral)  [#you said #seg-2543]
[2025-07-06T00:00:2544Z] (neutral)  [#you said #seg-2545]
[2025-07-06T00:00:2544Z] (neutral)  [#you said #seg-2545]
[2025-07-06T00:00:2544Z] (neutral)  [#you said #seg-2545]
[2025-07-06T00:00:2545Z] (neutral)  [#you said #seg-2546]
[2025-07-06T00:00:2546Z] (neutral)  [#you said #seg-2547]
[2025-07-06T00:00:2547Z] (neutral)  [#you said #seg-2548]
[2025-07-06T00:00:2548Z] (neutral)  [#you said #seg-2549]
[2025-07-06T00:00:2549Z] (neutral)  [#you said #seg-2550]
[2025-07-06T00:00:2551Z] (neutral)  [#you said #seg-2552]
